age,type_employer,education,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
Senior,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,12th,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,Working,United-States,Low
YoungAdult,State-gov,Some-college,Never-married,Prof-specialty,Own-child,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Sales,Own-child,White,Female,None,None,Lazy,United-States,Low
Senior,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,High,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,None,None,Working,United-States,Low
Adult,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,HS-grad,Separated,Handlers-cleaners,Unmarried,Black,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,Working,United-States,Low
Senior,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,High,None,Lazy,United-States,Low
Adult,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,None,High,Motivated,United-States,High
YoungAdult,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,High,Motivated,United-States,High
Child,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Divorced,Other-service,Unmarried,White,Female,None,None,Motivated,England,High
YoungAdult,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,None,None,Motivated,United-States,Low
Child,Local-gov,12th,Never-married,Adm-clerical,Own-child,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,High,None,Motivated,United-States,Low
YoungAdult,State-gov,Assoc-voc,Divorced,Adm-clerical,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Separated,Transport-moving,Not-in-family,Black,Male,None,None,Lazy,United-States,Low
YoungAdult,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,Lazy,United-States,Low
Adult,State-gov,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,None,None,Working,United-States,Low
Senior,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Motivated,Mexico,Low
YoungAdult,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,High,Working,United-States,High
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,None,High,Working,United-States,Low
YoungAdult,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Local-gov,HS-grad,Never-married,Protective-serv,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,Working,United-States,Low
YoungAdult,Private,11th,Never-married,Transport-moving,Own-child,White,Male,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Working,United-States,Low
Adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,None,None,Working,Philippines,Low
YoungAdult,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,None,None,Working,India,Low
Adult,Private,12th,Married-civ-spouse,Adm-clerical,Husband,Black,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,None,None,Working,United-States,Low
YoungAdult,Private,5th-6th,Never-married,Other-service,Own-child,White,Male,None,None,Working,Mexico,Low
YoungAdult,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Adm-clerical,Other-relative,Black,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Sales,Own-child,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,HardWorking,United-States,High
YoungAdult,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,Working,United-States,Low
Adult,State-gov,HS-grad,Divorced,Tech-support,Unmarried,White,Female,None,None,Working,United-States,Low
Senior,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,11th,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,None,None,Lazy,South,Low
YoungAdult,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,Motivated,United-States,Low
Adult,Private,10th,Married-civ-spouse,Farming-fishing,Husband,Black,Male,None,None,Working,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,None,None,Working,Vietnam,Low
YoungAdult,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Private,HS-grad,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,None,None,Working,United-States,Low
YoungAdult,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,None,None,Working,United-States,Low
YoungAdult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,Some-college,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,None,None,Motivated,United-States,Low
YoungAdult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,None,None,Working,United-States,High
Adult,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Sales,Own-child,White,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,None,None,Working,United-States,Low
Senior,State-gov,Prof-school,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,HS-grad,Never-married,Sales,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Sales,Own-child,Black,Male,None,None,Working,United-States,Low
Adult,State-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Lazy,Mexico,Low
Senior,Private,Some-college,Widowed,Tech-support,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Private,10th,Divorced,Craft-repair,Not-in-family,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,None,None,Working,United-States,Low
Senior,Self-emp-not-inc,HS-grad,Widowed,Farming-fishing,Not-in-family,White,Female,None,None,Lazy,United-States,Low
YoungAdult,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,None,None,Working,United-States,High
YoungAdult,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,None,None,Working,United-States,Low
Adult,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,11th,Never-married,Transport-moving,Own-child,White,Male,None,None,Lazy,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,None,None,Motivated,United-States,High
YoungAdult,Private,HS-grad,Widowed,Machine-op-inspct,Own-child,White,Female,None,None,Working,United-States,Low
Adult,State-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Preschool,Never-married,Farming-fishing,Not-in-family,White,Male,None,None,Working,Mexico,Low
Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,High,Lazy,United-States,High
YoungAdult,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Female,None,None,Motivated,United-States,Low
YoungAdult,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,High,None,Working,United-States,High
Adult,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,None,Working,United-States,High
YoungAdult,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Working,Mexico,Low
Senior,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Motivated,Cuba,Low
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,OverTime,United-States,Low
YoungAdult,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,None,None,Lazy,Taiwan,Low
Child,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,None,None,Lazy,United-States,Low
Child,Self-emp-not-inc,11th,Never-married,Other-service,Own-child,White,Female,Low,None,Lazy,United-States,Low
YoungAdult,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,None,None,Lazy,United-States,Low
Adult,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Own-child,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,High
Adult,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,High
Adult,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,None,HardWorking,United-States,High
Adult,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,High,None,Working,United-States,High
Adult,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,11th,Never-married,Handlers-cleaners,Own-child,Black,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Separated,Machine-op-inspct,Unmarried,Black,Female,None,None,HardWorking,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Masters,Separated,Prof-specialty,Not-in-family,White,Male,None,None,Working,United-States,High
YoungAdult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
